"id","USyV","Suelos","Grad_Pend","P_sum","Esc_sum","Agua_D","Agua_D_log","P_cat","Esc_cat","Agua_D_cat","cobertura","suelo","pendiente","precipitacion","escorrentia","aporte"
675,"Pastizal","Phaeozem","6°-15°",871725.157714844,146308.434875488,12768749.24,16.362511356344,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_alta","pend_media","prec_baja","esc_baja","aporte_medio"
676,"Sec Bosque Tropical","Regosol","15°-35°",1035637.72277832,296913.655517578,296913.66,12.6012000364274,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_bajo"
677,"Sec Bosque Tropical","Phaeozem","1°-3°",303360.167480469,66708.339050293,19284443.65,16.7748093522173,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_alta","pend_baja","prec_baja","esc_baja","aporte_medio"
678,"Sec Bosque Tropical","Regosol","3°-6°",743549.518066406,158540.729370117,158540.73,11.9737731184043,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
679,"Pastizal","Phaeozem","1°-3°",540048.585083008,123860.177612305,18928373.79,16.7561726658284,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_baja","esc_baja","aporte_medio"
680,"Pastizal","Cambisol","6°-15°",1533221.06140137,396470.432922363,1380566.04,14.1380048712884,"Media","Media","Media","agropecuaria","suelo_infiltracion_media","pend_media","prec_media","esc_media","aporte_medio"
681,"Pastizal","Regosol","3°-6°",681662.166015625,169657.652038574,18249196.74,16.7196316775745,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_medio"
682,"Pastizal","Cambisol","3°-6°",514675.818237305,129321.125427246,18656553.8,16.7417081061121,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_media","pend_media","prec_baja","esc_baja","aporte_medio"
683,"Pastizal","Phaeozem","1°-3°",563454.092285156,130820.791351318,19059194.58,16.7630602506827,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_baja","esc_baja","aporte_medio"
684,"Pastizal","Phaeozem","3°-6°",54491.4279785156,12785.056427002,18669338.86,16.7423931565639,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_alta","pend_media","prec_baja","esc_baja","aporte_medio"
685,"Pastizal","Regosol","3°-6°",544798.956787109,135174.749267578,135174.75,11.814331062598,"Baja","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
686,"Pastizal","Phaeozem","6°-15°",285793.508300781,54535.2188110352,2000692.36,14.5090043584446,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_alta","pend_media","prec_baja","esc_baja","aporte_medio"
687,"Pastizal","Phaeozem","3°-6°",2090476.97570801,393784.150177002,1317000.15,14.0908678539217,"Alta","Media","Baja","agropecuaria","suelo_infiltracion_alta","pend_media","prec_alta","esc_media","aporte_bajo"
688,"Pastizal","Phaeozem","3°-6°",312360.672973633,60344.681350708,1728100.54,14.3625339881938,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_alta","pend_media","prec_baja","esc_baja","aporte_medio"
689,"Pastizal","Regosol","3°-6°",4544534.43041992,908557.817550659,923216,13.7356195887779,"Alta","Media","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_bajo"
690,"Sec Bosque Tropical","Regosol","6°-15°",2844293.34875488,430213.880493164,21717310.39,16.8936202603772,"Alta","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_medio"
691,"Sec Bosque Tropical","Regosol","3°-6°",671410.923217773,132233.664550781,132233.66,11.7923333505543,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
692,"Sec Bosque Tropical","Regosol","3°-6°",1984052.66943359,399987.548736572,1974771.38,14.4959636990426,"Alta","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_medio"
693,"Sec Bosque Tropical","Cambisol","6°-15°",2236670.39465332,359001.964866638,359001.96,12.7910859125618,"Alta","Baja","Baja","forestal_secundaria","suelo_infiltracion_media","pend_media","prec_alta","esc_baja","aporte_bajo"
694,"Sec Bosque Tropical","Regosol","6°-15°",3263230.42053223,490227.984970093,490227.98,13.1026278670558,"Alta","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_bajo"
695,"Sec Bosque Tropical","Regosol","6°-15°",427247.268737793,13247.1401834488,13247.14,9.49161244420205,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
696,"Sec Bosque Tropical","Phaeozem","6°-15°",517729.795410156,13834.4587917328,362016998.34,19.7072017281902,"Baja","Baja","Alta","forestal_secundaria","suelo_infiltracion_alta","pend_media","prec_baja","esc_baja","aporte_alto"
697,"Sec Bosque Tropical","Phaeozem","6°-15°",987504.17565918,37348.7430676222,362689057.21,19.709056436194,"Baja","Baja","Alta","forestal_secundaria","suelo_infiltracion_alta","pend_media","prec_baja","esc_baja","aporte_alto"
698,"Pastizal","Regosol","6°-15°",1193296.06439209,38513.1908691637,38513.19,10.5587820237987,"Media","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo"
699,"Sec Bosque Tropical","Phaeozem","6°-15°",247881.40045166,1053.97324299812,363148844.07,19.7103233497002,"Baja","Baja","Alta","forestal_secundaria","suelo_infiltracion_alta","pend_media","prec_baja","esc_baja","aporte_alto"
700,"Sec Bosque Tropical","Regosol","6°-15°",302971.539733887,14773.457075119,68783.17,11.138728910238,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
701,"Bosque Tropical","Regosol","15°-35°",2532713.77050781,25941.0833465261,366124850.77,19.7184849582504,"Alta","Baja","Alta","forestal_conservada","suelo_infiltracion_baja","pend_alta","prec_alta","esc_baja","aporte_alto"
702,"Sec Bosque Tropical","Regosol","6°-15°",803102.050109863,599.89662194252,983695.71,13.7990729069797,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
703,"Sec Bosque Tropical","Phaeozem","6°-15°",615113.730163574,61349.0469894409,362962834.98,19.7098110067675,"Baja","Baja","Alta","forestal_secundaria","suelo_infiltracion_alta","pend_media","prec_baja","esc_baja","aporte_alto"
704,"Bosque Tropical","Regosol","1°-3°",538573.316833496,0,0,0,"Baja","Baja","Muy Baja","forestal_conservada","suelo_infiltracion_baja","pend_baja","prec_baja","esc_baja","aporte_muy_bajo"
705,"Bosque Tropical","Regosol","1°-3°",696806.784118652,0,0,0,"Baja","Baja","Muy Baja","forestal_conservada","suelo_infiltracion_baja","pend_baja","prec_baja","esc_baja","aporte_muy_bajo"
706,"Bosque Tropical","Cambisol","6°-15°",849908.542785645,0,0,0,"Baja","Baja","Muy Baja","forestal_conservada","suelo_infiltracion_media","pend_media","prec_baja","esc_baja","aporte_muy_bajo"
707,"Pastizal","Cambisol","6°-15°",1299278.09002686,17953.7735137045,44962.49,10.7136061061101,"Media","Baja","Baja","agropecuaria","suelo_infiltracion_media","pend_media","prec_media","esc_baja","aporte_bajo"
708,"Pastizal","Phaeozem","6°-15°",531727.778076172,0.584499001502991,44963.07,10.7136190053815,"Baja","Baja","Baja","agropecuaria","suelo_infiltracion_alta","pend_media","prec_baja","esc_baja","aporte_bajo"
709,"Pastizal","Regosol","6°-15°",895258.704162598,27008.7233734131,27008.72,10.203952080202,"Baja","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
710,"Pastizal","Phaeozem","1°-3°",636430.945617676,0,297708.23,12.6038725508901,"Baja","Baja","Baja","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_baja","esc_baja","aporte_bajo"
711,"Pastizal","Regosol","6°-15°",716759.372924805,431.976251274347,297703.91,12.6038580399817,"Baja","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
712,"Pastizal","Regosol","6°-15°",1410203.83349609,24087.9333885908,297271.93,12.602405952032,"Media","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo"
713,"Agricultura","Phaeozem","1°-3°",3444186.90637207,5254.85116833777,367385957.03,19.7219235101728,"Alta","Baja","Alta","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_alta","esc_baja","aporte_alto"
714,"Bosque de Encino","Cambisol","15°-35°",804640.793457031,205142.479431152,205142.48,12.2314649157421,"Baja","Baja","Baja","forestal_conservada","suelo_infiltracion_media","pend_alta","prec_baja","esc_baja","aporte_bajo"
715,"Bosque de Encino","Cambisol","6°-15°",800982.360229492,196018.837142944,401161.32,12.9021214124141,"Baja","Baja","Baja","forestal_conservada","suelo_infiltracion_media","pend_media","prec_baja","esc_baja","aporte_bajo"
716,"Bosque de Encino","Cambisol","15°-35°",159441.066040039,40537.5240783691,829992.69,13.6291733773342,"Baja","Baja","Baja","forestal_conservada","suelo_infiltracion_media","pend_alta","prec_baja","esc_baja","aporte_bajo"
717,"Bosque de Encino","Cambisol","6°-15°",879085.665649414,243651.473144531,243651.47,12.4034981857126,"Baja","Baja","Baja","forestal_conservada","suelo_infiltracion_media","pend_media","prec_baja","esc_baja","aporte_bajo"
718,"Bosque de Encino","Cambisol","15°-35°",906093.290527344,232944.174407959,673338.72,13.4200052658128,"Baja","Baja","Baja","forestal_conservada","suelo_infiltracion_media","pend_alta","prec_baja","esc_baja","aporte_bajo"
719,"Bosque de Encino","Cambisol","6°-15°",116137.992797852,26847.5213012695,700186.24,13.4591030639719,"Baja","Baja","Baja","forestal_conservada","suelo_infiltracion_media","pend_media","prec_baja","esc_baja","aporte_bajo"
720,"Bosque de Encino","Cambisol","15°-35°",651315.456787109,174151.792327881,174151.79,12.0676882963377,"Baja","Baja","Baja","forestal_conservada","suelo_infiltracion_media","pend_alta","prec_baja","esc_baja","aporte_bajo"
721,"Bosque de Encino","Cambisol","15°-35°",932686.685668945,210735.950073242,210735.95,12.2583659522387,"Baja","Baja","Baja","forestal_conservada","suelo_infiltracion_media","pend_alta","prec_baja","esc_baja","aporte_bajo"
722,"Bosque de Encino","Cambisol","15°-35°",1111620.04516602,253851.583526611,253851.58,12.4445089838063,"Media","Baja","Baja","forestal_conservada","suelo_infiltracion_media","pend_alta","prec_media","esc_baja","aporte_bajo"
723,"Bosque de Encino","Cambisol","15°-35°",709799.961669922,159847.81338501,3364035.58,15.0286521739754,"Baja","Baja","Media","forestal_conservada","suelo_infiltracion_media","pend_alta","prec_baja","esc_baja","aporte_medio"
724,"Bosque de Encino","Cambisol","15°-35°",976464.705078125,221775.598892212,3939437.39,15.1865487305051,"Baja","Baja","Media","forestal_conservada","suelo_infiltracion_media","pend_alta","prec_baja","esc_baja","aporte_medio"
725,"Bosque de Encino","Cambisol","15°-35°",680906.327758789,167190.342956543,167190.34,12.026894184033,"Baja","Baja","Baja","forestal_conservada","suelo_infiltracion_media","pend_alta","prec_baja","esc_baja","aporte_bajo"
726,"Bosque de Encino","Cambisol","6°-15°",1286820.93237305,302184.258178711,7064661.4,15.7706157881041,"Media","Baja","Media","forestal_conservada","suelo_infiltracion_media","pend_media","prec_media","esc_baja","aporte_medio"
727,"Bosque de Encino","Cambisol","15°-35°",817028.880981445,188184.824249268,188184.82,12.1451851579176,"Baja","Baja","Baja","forestal_conservada","suelo_infiltracion_media","pend_alta","prec_baja","esc_baja","aporte_bajo"
728,"Bosque de Encino","Cambisol","6°-15°",812440.400268555,191560.349182129,8076354.68,15.9044512990498,"Baja","Baja","Media","forestal_conservada","suelo_infiltracion_media","pend_media","prec_baja","esc_baja","aporte_medio"
729,"Bosque de Encino","Cambisol","6°-15°",1815033.58154297,418391.607513428,1085557.21,13.8976048919203,"Media","Media","Baja","forestal_conservada","suelo_infiltracion_media","pend_media","prec_media","esc_media","aporte_bajo"
730,"Sec Bosque Templado","Regosol","15°-35°",3538267.1640625,939217.480895996,3832637.89,15.1590641291236,"Alta","Alta","Media","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_alta","aporte_medio"
731,"Sec Bosque Tropical","Regosol","3°-6°",1036990.29040527,338400.261291504,6021257.98,15.6108069283101,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_medio"
732,"Sec Bosque Tropical","Regosol","15°-35°",940643.668457031,285736.54876709,285736.55,12.5628290111541,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_bajo"
733,"Sec Bosque Tropical","Luvisol","6°-15°",457996.557006836,148401.136199951,14973550.87,16.5217959941178,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_media","pend_media","prec_baja","esc_baja","aporte_medio"
734,"Pastizal","Luvisol","6°-15°",188178.141235352,58002.2632751465,1190370.54,13.9897760348451,"Baja","Baja","Baja","agropecuaria","suelo_infiltracion_media","pend_media","prec_baja","esc_baja","aporte_bajo"
735,"Pastizal","Luvisol","15°-35°",827674.692260742,241441.258575439,241441.26,12.3943856344615,"Baja","Baja","Baja","agropecuaria","suelo_infiltracion_media","pend_alta","prec_baja","esc_baja","aporte_bajo"
736,"Pastizal","Luvisol","6°-15°",1651367.29931641,536649.282623291,14669103.42,16.5012540998575,"Media","Media","Media","agropecuaria","suelo_infiltracion_media","pend_media","prec_media","esc_media","aporte_medio"
737,"Pastizal","Luvisol","6°-15°",864487.307983399,265907.735412598,16514242.97,16.6197338373759,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_media","pend_media","prec_baja","esc_baja","aporte_medio"
738,"Bosque de Encino","Regosol","6°-15°",1380486.67297363,345715.895446777,345715.9,12.7533755110324,"Media","Baja","Baja","forestal_conservada","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo"
739,"Bosque de Encino","Regosol","6°-15°",659535.194824219,186927.190551758,532643.09,13.1856087315117,"Baja","Baja","Baja","forestal_conservada","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
740,"Sec Bosque Tropical","Regosol","6°-15°",3747847.47546387,1114257.32235718,2418836.62,14.6987976604271,"Alta","Alta","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_alta","aporte_medio"
741,"Sec Bosque Tropical","Regosol","6°-15°",1641512.24536133,456915.805053711,456915.81,13.032256618295,"Media","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_bajo"
742,"Pastizal","Luvisol","3°-6°",1016379.99328613,341032.3203125,16855275.29,16.6401742986844,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_media","pend_media","prec_baja","esc_baja","aporte_medio"
743,"Pastizal","Phaeozem","6°-15°",1373749.00463867,466100.702911377,466100.7,13.0521591296402,"Media","Media","Baja","agropecuaria","suelo_infiltracion_alta","pend_media","prec_media","esc_media","aporte_bajo"
744,"Pastizal","Luvisol","1°-3°",468376.099487305,162655.637481689,19153900.35,16.7680169786902,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_media","pend_baja","prec_baja","esc_baja","aporte_medio"
745,"Pastizal","Luvisol","6°-15°",617746.731201172,212933.834320068,1776547.68,14.3901830962631,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_media","pend_media","prec_baja","esc_baja","aporte_medio"
746,"Pastizal","Luvisol","15°-35°",2060905.40649414,682781.550292969,682781.55,13.4339317130439,"Alta","Media","Baja","agropecuaria","suelo_infiltracion_media","pend_alta","prec_alta","esc_media","aporte_bajo"
747,"Sec Bosque Tropical","Regosol","6°-15°",535443.339233398,181358.460327148,6211572,15.6419247229616,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_medio"
748,"Sec Bosque Tropical","Luvisol","15°-35°",1200264.21728516,366004.689819336,366004.69,12.8104041587107,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_media","pend_alta","prec_media","esc_baja","aporte_bajo"
749,"Sec Bosque Tropical","Luvisol","6°-15°",1187449.89416504,360451.257171631,3387983.09,15.0357456387572,"Media","Baja","Media","forestal_secundaria","suelo_infiltracion_media","pend_media","prec_media","esc_baja","aporte_medio"
750,"Sec Bosque Tropical","Luvisol","15°-35°",1061524.56616211,290824.036010742,1147812.79,13.9533696388724,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_media","pend_alta","prec_media","esc_baja","aporte_bajo"
751,"Sec Bosque Tropical","Luvisol","15°-35°",2025923.69580078,538259.081329346,856988.75,13.6611812371817,"Alta","Media","Baja","forestal_secundaria","suelo_infiltracion_media","pend_alta","prec_alta","esc_media","aporte_bajo"
752,"Sec Bosque Tropical","Phaeozem","6°-15°",1160311.47802734,366656.780212402,366656.78,12.8121842124431,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_alta","pend_media","prec_media","esc_baja","aporte_bajo"
753,"Sec Bosque Tropical","Regosol","15°-35°",1060640.43066406,328050.011230469,2175642.28,14.5928349396958,"Media","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_media","esc_baja","aporte_medio"
754,"Sec Bosque Tropical","Regosol","6°-15°",2745625.55847168,807848.133575439,1847592.27,14.4293944149686,"Alta","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_medio"
755,"Sec Bosque Tropical","Regosol","15°-35°",3497376.98730469,1039744.13253784,1039744.13,13.854486173776,"Alta","Alta","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_alta","aporte_bajo"
756,"Sec Bosque Tropical","Regosol","15°-35°",1074802.58435059,306626.149047852,306626.15,12.6333877933585,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_media","esc_baja","aporte_bajo"
757,"Sec Bosque Tropical","Regosol","15°-35°",547543.503051758,161154.640441895,161154.64,11.9901258850798,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_bajo"
758,"Sec Bosque Tropical","Regosol","6°-15°",1765769.72875977,517519.139526367,11680898.62,16.2734655546586,"Media","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_medio"
759,"Sec Bosque Tropical","Luvisol","6°-15°",915221.917114258,276174.379394531,3027531.83,14.9232585982812,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_media","pend_media","prec_baja","esc_baja","aporte_medio"
760,"Sec Bosque Tropical","Luvisol","6°-15°",745317.590942383,223815.033081055,2751357.45,14.8276053294921,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_media","pend_media","prec_baja","esc_baja","aporte_medio"
761,"Pastizal","Regosol","6°-15°",1161811.86877441,355821.941192627,5322353.17,15.4874262765956,"Media","Baja","Media","agropecuaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_medio"
762,"Sec Bosque Templado","Regosol","6°-15°",2958526.42199707,802797.898040771,3958149.93,15.191287537313,"Alta","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_medio"
763,"Sec Bosque Templado","Regosol","6°-15°",345620.212890625,88709.5226745605,88709.52,11.3931337632943,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
764,"Sec Bosque Templado","Regosol","15°-35°",630587.813842773,162092.091522217,1438384.38,14.1790317785766,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_medio"
765,"Sec Bosque Templado","Regosol","15°-35°",6531989.0592041,1724020.52172852,1023802.45,13.8390351227987,"Alta","Alta","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_alta","esc_alta","aporte_bajo"
766,"Sec Bosque Templado","Regosol","6°-15°",814106.750854492,208533.844848633,815268.61,13.6112741473334,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_bajo"
767,"Pastizal","Regosol","15°-35°",1003296.94335938,301908.615112305,53117868.58,17.78802395653,"Baja","Baja","Alta","agropecuaria","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_alto"
768,"Pastizal","Regosol","15°-35°",762651.343505859,216639.820678711,1240442.27,14.0309793495084,"Baja","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_bajo"
769,"Sec Bosque Tropical","Regosol","1°-3°",2340125.20996094,644057.025421143,644057.03,13.3755441097226,"Alta","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_baja","prec_alta","esc_media","aporte_bajo"
770,"Sec Bosque Tropical","Regosol","1°-3°",1150071.5144043,313406.434936523,313406.43,12.6552593163448,"Media","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_baja","prec_media","esc_baja","aporte_bajo"
771,"Sec Bosque Tropical","Regosol","15°-35°",1285654.79821777,385438.000671387,978968.27,13.7942555318474,"Media","Media","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_media","esc_media","aporte_bajo"
772,"Sec Bosque Tropical","Regosol","15°-35°",804130.370361328,245815.860015869,1538190.56,14.2461179726573,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_medio"
773,"Pastizal","Luvisol","1°-3°",1113726.47937012,374066.458099365,3222850.33,14.9857770319024,"Media","Media","Media","agropecuaria","suelo_infiltracion_media","pend_baja","prec_media","esc_media","aporte_medio"
774,"Pastizal","Luvisol","15°-35°",1689373.34887695,574109.03314209,901554.03,13.7118763624691,"Media","Media","Baja","agropecuaria","suelo_infiltracion_media","pend_alta","prec_media","esc_media","aporte_bajo"
775,"Sec Bosque Tropical","Regosol","6°-15°",6684956.02941895,2201000.30584717,4517916.18,15.3235616447221,"Alta","Alta","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_alta","aporte_medio"
776,"Pastizal","Phaeozem","6°-15°",952344.762573242,308085.175323486,308085.18,12.6381348280123,"Baja","Baja","Baja","agropecuaria","suelo_infiltracion_alta","pend_media","prec_baja","esc_baja","aporte_bajo"
777,"Pastizal","Phaeozem","1°-3°",566870.405029297,184389.124572754,184389.12,12.1248090094935,"Baja","Baja","Baja","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_baja","esc_baja","aporte_bajo"
778,"Sec Bosque Tropical","Regosol","6°-15°",359225.124633789,92718.0311279297,1794328.6,14.4001420282486,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_baja","esc_baja","aporte_medio"
779,"Pastizal","Regosol","6°-15°",4297029.39978027,1182511.47375488,11911138.01,16.2929845715195,"Alta","Alta","Media","agropecuaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_alta","aporte_medio"
780,"Sec Bosque Templado","Regosol","6°-15°",1599515.64453125,440775.490386963,2036808.97,14.5268954017065,"Media","Media","Media","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_media","esc_media","aporte_medio"
781,"Pastizal","Regosol","6°-15°",1093886.4942627,312031.886047363,565454.32,13.245386561691,"Media","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_media","prec_media","esc_baja","aporte_bajo"
782,"Pastizal","Leptosol","15°-35°",1187512.98547363,365321.352783203,365321.35,12.8085353935014,"Media","Baja","Baja","agropecuaria","suelo_infiltracion_baja","pend_alta","prec_media","esc_baja","aporte_bajo"
783,"Pastizal","Phaeozem","6°-15°",1108476.82189941,331172.506774902,661424.39,13.4021524670603,"Media","Baja","Baja","agropecuaria","suelo_infiltracion_alta","pend_media","prec_media","esc_baja","aporte_bajo"
784,"Sec Bosque Tropical","Regosol","6°-15°",4422203.67749023,1249367.14529419,1249367.15,14.0381485014804,"Alta","Alta","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_alta","aporte_bajo"
785,"Sec Bosque Tropical","Regosol","1°-3°",529215.213012695,179750.893859863,179750.89,12.0993327901316,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_baja","prec_baja","esc_baja","aporte_bajo"
786,"Pastizal","Phaeozem","6°-15°",1021370.67150879,297278.719360352,52983251.28,17.7854864268626,"Baja","Baja","Alta","agropecuaria","suelo_infiltracion_alta","pend_media","prec_baja","esc_baja","aporte_alto"
787,"Pastizal","Phaeozem","3°-6°",622309.982666016,186794.986297607,186794.99,12.137772337737,"Baja","Baja","Baja","agropecuaria","suelo_infiltracion_alta","pend_media","prec_baja","esc_baja","aporte_bajo"
788,"Pastizal","Phaeozem","6°-15°",337159.139526367,101312.094696045,101312.09,11.5259709020268,"Baja","Baja","Baja","agropecuaria","suelo_infiltracion_alta","pend_media","prec_baja","esc_baja","aporte_bajo"
789,"Pastizal","Phaeozem","1°-3°",1217044.21337891,373366.498962402,100081861.37,18.4214990327627,"Media","Media","Alta","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_media","esc_media","aporte_alto"
790,"Pastizal","Phaeozem","1°-3°",1339447.44104004,392143.252685547,42946916.25,17.5754754284984,"Media","Media","Alta","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_media","esc_media","aporte_alto"
791,"Pastizal","Phaeozem","1°-3°",2166806.1418457,638663.383026123,14886190.53,16.5159445982709,"Alta","Media","Media","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_alta","esc_media","aporte_medio"
792,"Pastizal","Phaeozem","1°-3°",2732205.94213867,811156.897216797,13667402.56,16.4305242535713,"Alta","Media","Media","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_alta","esc_media","aporte_medio"
793,"Pastizal","Leptosol","15°-35°",1970892.01989746,560893.713653564,560893.71,13.2372884841808,"Media","Media","Baja","agropecuaria","suelo_infiltracion_baja","pend_alta","prec_media","esc_media","aporte_bajo"
794,"Sec Bosque Tropical","Leptosol","15°-35°",635641.541870117,173680.947906494,173680.95,12.0649810320341,"Baja","Baja","Baja","forestal_secundaria","suelo_infiltracion_baja","pend_alta","prec_baja","esc_baja","aporte_bajo"
795,"Sec Bosque Tropical","Leptosol","1°-3°",2567080.02392578,694449.841217041,200840897.86,19.1180236046237,"Alta","Media","Alta","forestal_secundaria","suelo_infiltracion_baja","pend_baja","prec_alta","esc_media","aporte_alto"
796,"Sec Bosque Tropical","Phaeozem","15°-35°",1709593.5748291,466708.569244385,2080544.36,14.5481406096188,"Media","Media","Media","forestal_secundaria","suelo_infiltracion_alta","pend_alta","prec_media","esc_media","aporte_medio"
797,"Pastizal","Phaeozem","3°-6°",158214.657714844,42916.0398864746,1851941,14.4317453762033,"Baja","Baja","Media","agropecuaria","suelo_infiltracion_alta","pend_media","prec_baja","esc_baja","aporte_medio"
798,"Pastizal","Phaeozem","1°-3°",537875.628295898,135911.045471191,1016989.32,13.8323581567946,"Baja","Baja","Baja","agropecuaria","suelo_infiltracion_alta","pend_baja","prec_baja","esc_baja","aporte_bajo"
799,"Pastizal","Regosol","6°-15°",2532075.24633789,711421.64465332,8252943.18,15.9260805649508,"Alta","Media","Media","agropecuaria","suelo_infiltracion_baja","pend_media","prec_alta","esc_media","aporte_medio"
800,"Sec Bosque Tropical","Regosol","1°-3°",178382.419067383,48932.636932373,8832166.03,15.9939109592314,"Baja","Baja","Media","forestal_secundaria","suelo_infiltracion_baja","pend_baja","prec_baja","esc_baja","aporte_medio"
